,customer_id,time,amount,became_member_on,gender,age,income
289224,ec09bad002ba40f1b327714e29cd50fd,642,93.38,2013-08-04,M,56,31000.0
289226,0a79a089b9d543438ba577e66e0eea82,642,19.46,2017-01-31,M,40,86000.0
289227,3dbbfc8fc19d40df9877aa53a91e601b,642,13.28,2017-04-13,F,63,70000.0
289229,884a4f84900746388eac0d67a194ab27,642,12.82,2016-12-23,M,23,69000.0
289231,c5aefbc176c24b2d892c19155a5df84a,642,13.12,2016-12-17,F,91,39000.0
289232,976931110347490ba94ef6e8db5bd5f4,642,34.1,2015-12-20,M,67,97000.0
289235,db419088558440f78973c368a61798d0,642,34.2,2016-09-28,M,81,85000.0
289236,ee390b06407f4751b148a82a59b66dce,642,0.1,2016-05-12,,118,
289238,2db15c88abc743109a09cd8c066eb5da,642,17.77,2017-12-12,F,65,46000.0
289239,e55864ca61d64043be64b3bb905a0903,642,19.34,2016-03-30,F,66,95000.0
289240,d72ef64c48ad45f180f0470b3938b974,642,0.53,2013-09-17,M,46,72000.0
289241,1e2ad9f03fad4369a78e871b807885d4,642,3.35,2015-02-27,M,51,68000.0
289242,81df0ebb860a487ca63771b53d5a3375,642,2.08,2017-07-13,M,69,57000.0
289244,8a540a35d6fd4a68ba49e03c8f52955f,642,9.32,2016-03-12,F,62,56000.0
289245,36cc0745b3924bcab5a16ee7d27bdade,642,15.22,2017-09-28,F,31,59000.0
289246,d804f774f17b4fa18fbc82fcb344a068,642,3.5,2016-04-09,,118,
289247,b10ca9b4ffc54acb95d67c863a2a79a0,642,10.93,2017-08-22,F,70,47000.0
289250,8c7a45fe318b45b4a9307af34d1bd022,642,1.77,2018-05-11,M,46,65000.0
289251,b912b714bf5e40609f6ff25a9a542a9c,642,7.14,2018-05-08,M,22,56000.0
289252,683cc3d7e6974945ae2b60244d3c3b80,642,1.4,2014-01-31,M,63,68000.0
289253,c63334d18bcd46568118300b1aa97df7,642,21.54,2017-12-14,F,82,82000.0
289254,e1ee728691cd4b26a1e51502209903a9,642,5.23,2018-06-15,M,86,66000.0
289255,952f9040dd1c4c64a0a1ee4e42fe23eb,642,20.26,2016-04-07,F,59,68000.0
289257,626c385a5ea447c9b921c35fcec21a9c,642,23.97,2018-07-05,M,20,72000.0
289259,00b3400e4ff64ee68ce9ada1d0c222f0,642,9.8,2016-08-25,M,62,80000.0
289260,e898f8d0cc514692aee817765d1584e9,642,1.63,2017-11-21,M,45,32000.0
289262,cc4e9e91ab4f4964a34882c87b68d632,642,7.25,2016-06-08,M,61,36000.0
289263,90cae853cfaa4f42b5e397d518d7073f,642,1.9300000000000002,2015-09-05,M,66,39000.0
289264,b3605dd45a6d46bc8439e79c028bde4c,642,0.24,2017-03-06,M,58,42000.0
289265,e6ed082e2f7a4f9f94466b7fdb560f05,642,17.16,2016-01-18,F,65,74000.0
289267,61a2713a058b4ee782d1fbeced01b400,642,0.88,2017-07-02,,118,
289268,8aef76b765204f9ab1b63d601dd8be63,642,9.04,2018-07-16,F,56,52000.0
289269,89d8a13cb46b40c59407f5c02b1a8696,642,33.31,2017-11-05,M,53,74000.0
289270,bd06525874e148689e502cda5623b25e,642,9.03,2016-03-26,M,35,66000.0
289271,14beaba5927246a8891d3c74257a9a99,642,15.37,2017-12-12,M,71,74000.0
289272,8d293088253944ff88226578923f418d,642,16.78,2018-01-24,M,62,85000.0
289275,e1fe3afc4d4d4f9d848f69ae429ed728,642,4.61,2015-09-15,M,64,70000.0
289276,371942bd84494c0380b8ce6afc99031e,642,14.74,2017-06-28,M,24,60000.0
289280,4e3cfb3b10cb4832b72871f60c0630d0,642,2.39,2018-01-04,F,29,43000.0
289281,a4cc155f15504d45a362713910b543e3,642,15.83,2016-05-16,F,43,66000.0
289282,f490559d2e3d45be94bd05cbe025c721,642,0.87,2016-06-23,F,21,44000.0
289283,9d6ba3960ad14a8ca4dc78626143d119,642,26.21,2016-07-17,M,37,72000.0
289285,ef0e2201ac374894a5e00336e52aea1e,642,18.57,2016-09-09,O,89,81000.0
289287,ddaf47394a574113b4ddf5b324ef9673,642,2.35,2017-11-24,M,79,39000.0
289288,4d0142b1561949a289acbcf0245cbbc6,642,15.28,2016-11-17,M,53,49000.0
289290,e4f9dd315ac04e118660988452414272,642,3.81,2017-01-23,M,33,50000.0
289291,4e44a658d07f417dbba5ce73b6496194,642,27.36,2016-08-08,F,61,105000.0
289293,67107ab1953649f98cea6977b6018707,642,6.26,2018-03-02,M,74,43000.0
289295,c49aba348fc64cbab46a6226c6f311aa,642,3.75,2018-03-24,M,71,50000.0
289296,5312d41f8b894531863a6b507786d802,642,0.87,2018-02-08,M,43,36000.0
289297,121640db35dc4acb805382c52875321d,642,27.5,2016-04-12,F,52,114000.0
289298,f1feb0f84eb64f5a92cea6b0b90fbe72,642,2.66,2015-12-08,M,59,48000.0
289299,4272f84fac8744f39cca36e2b957926b,642,1.29,2017-03-17,M,28,38000.0
289300,b6bdd78faf3047d6a2799edd14f39152,642,31.78,2017-12-14,M,56,76000.0
289302,34f83b5c0b134f59bdbd1871c960a8ab,642,3.29,2014-07-05,M,59,40000.0
289303,ba1ae0413fee458f99c7f5cc13e99021,642,1.33,2018-01-16,M,34,50000.0
289304,9a8a361aed934601999cd5500be11805,642,7.23,2017-12-12,M,59,32000.0
289305,9a2c1fcc65814401a845b9b82de26d97,642,0.18,2018-06-11,M,55,54000.0
289306,baefe3a7a1f74e91b9b1963ccc011ad6,642,6.8100000000000005,2018-07-26,F,78,55000.0
289308,e8b1e52456bf44a29f67a21fd02e6ebf,642,9.09,2018-01-25,M,39,55000.0
289310,8eff47d0d9164301982fac938da935e0,642,4.95,2017-12-08,M,72,50000.0
289311,44053ee4929b4070943b71698b5d8b9c,642,2.42,2016-06-12,M,72,71000.0
289312,3a1c0ab4be6740a19085d3d9c9685845,642,5.26,2015-06-15,M,25,52000.0
289313,edbb23d321174301a15049a09df4072b,642,16.68,2017-05-07,F,100,71000.0
289314,6bb901d063a64c779320265b2aaeaee9,642,2.62,2017-10-02,M,40,72000.0
289317,7c26e974fad34c159fbd3804e82e701e,642,16.84,2017-07-30,M,41,59000.0
289318,a5e9fe2c5b1b4da2970efcd7a59b4037,642,0.27,2017-11-09,F,36,50000.0
289320,c75d5ed74f0b49d2b93b9fbc41eae777,642,4.5600000000000005,2018-01-17,M,38,31000.0
289322,04aeb750695a4d9eb3de6ce2ddb7b1e7,642,4.19,2017-10-03,,118,
289323,cb576b0ddc484c00afd56feb4fb63900,642,11.14,2016-06-10,M,37,56000.0
289325,72997ae4a938456ea6f2e3fcad1aea44,642,1.56,2018-01-08,M,34,47000.0
289326,b9d9ecf32ae046589bdd88bc7ad2aa3d,642,81.67,2017-07-27,M,19,34000.0
289327,f91b4e3cac7540fda533ba9b7f4453b5,642,9.25,2015-01-04,O,56,53000.0
289328,8ca32e0f16964fcbae0d3773c536d21f,642,36.52,2016-10-03,F,86,116000.0
289329,d75df391059b4ba7afd724b01e6f7ff4,642,6.26,2017-09-05,,118,
289330,e7cbe5527b05443c8ef64549cbd09b30,642,0.38,2018-06-26,,118,
289331,02e4c9dff62e4857a429a4be3ba73ed0,642,0.49,2017-10-17,M,44,74000.0
289332,ad25a45d327f416a9e252eeb8836e93e,642,29.23,2018-05-05,M,70,75000.0
289333,c09974715bbc429eb7145eb6b0235852,642,4.42,2016-10-29,F,66,32000.0
289334,adda19baff4645fd8af6f87592595070,642,1.06,2017-12-23,F,95,55000.0
289336,3f6db5f2f5054f639396afc68b59fc9d,642,1.37,2015-09-01,,118,
289337,200a75cc38b94c5ba7d07c6ab2f39ee5,642,23.45,2017-08-20,M,59,88000.0
289339,f119f4ea74b44e62b31e328d432695cd,642,9.42,2014-10-10,M,63,61000.0
289342,98e61b34c4374acaa50d5012b480f234,642,12.12,2016-02-12,M,57,80000.0
289343,c8baec78dc034afd93b6b6234381ec5e,642,19.5,2017-09-29,M,51,54000.0
289345,77c24ffc80f94a088aa031324fd7e11a,642,0.88,2018-06-11,F,60,43000.0
289346,9be6bbcf27de4f61ab2db138aa808691,642,20.78,2018-01-15,M,60,77000.0
289348,ddf366a81c574a8c9dc860c437b4e035,642,3.25,2014-01-10,M,51,49000.0
289349,d9bcd2770a544c74a2cb9155a59f8297,642,12.63,2018-04-14,M,32,55000.0
289352,6886b54723024200abba01cc65818a90,642,3.12,2018-07-17,M,65,36000.0
289354,c100c7f877fd45d7ab09717bf812dc47,642,2.18,2017-04-13,M,25,30000.0
289355,bb3e095a8e4f4b42a92a19f2d099b6ed,642,16.43,2017-04-25,M,29,73000.0
289356,af5551545cec404bb32a91ebaa731790,642,31.11,2016-09-28,F,70,98000.0
289357,5b705521de904d9488c950ef75392649,642,0.23,2017-04-09,,118,
289358,38c97d85297f457b840598663093b3ad,642,20.57,2016-11-22,M,57,77000.0
289360,2a7014d0d87945a1aa9e4748ff7ee6df,642,17.54,2016-01-24,F,66,73000.0
289361,8b187d58d8444911946608dba1a89619,642,32.9,2016-03-17,M,52,73000.0
289362,dc2a79aa5d224103a5a7e6028a9ddf70,642,24.03,2015-12-01,F,73,90000.0
289363,d00057f58e4e41bca6afbc9337b3f8a8,642,31.95,2017-08-29,F,99,111000.0
289366,95f37a4a6f8b4bf6b9f91d62db4457dc,642,2.12,2013-08-18,F,56,38000.0
289367,8fef088adc7f4d9e942bab5a229eed42,642,1.82,2018-05-10,M,42,33000.0
289368,99fb553d386345e38f9ab0e29fa1bf49,642,10.19,2017-09-21,M,37,61000.0
289369,b3d7b5041840479a8d759f8b38c273dc,642,14.45,2017-02-02,M,50,59000.0
289370,ee8913f8d169427783b0cd1e905f304c,642,5.49,2018-02-09,F,64,48000.0
289371,235c1e2f7a4c4251bb4333a09a9c523b,642,0.46,2015-12-24,,118,
289372,42cf2edf73e04c69af82aa01d6756491,642,2.64,2015-01-29,M,88,50000.0
289373,b48f59b8e9484391ac69850081e599c1,642,26.35,2017-10-19,F,75,87000.0
289375,0bab4b4713984db0ac68a9a42f6af163,642,22.62,2015-12-23,M,44,83000.0
289376,218d6d52fcfb4237a2207c99ffe556da,642,2.33,2017-08-18,,118,
289377,833eb5f0337f4537ae99588663b3a370,642,18.02,2018-04-17,F,49,57000.0
289380,0f6ff347c72c45ecb8a10010061419cb,642,0.27,2017-12-14,F,22,36000.0
289381,a78dccc2d86944b7bf05bc7571cae761,642,21.42,2015-09-19,M,77,88000.0
289382,6d66909ef05a413fb279cfd75160d284,642,2.7199999999999998,2013-12-24,M,22,57000.0
289383,8862db7534f44d65bd9e6ba75e899a94,642,12.24,2016-10-11,F,36,50000.0
289384,c9d4f7fea926489dafd3f4266df8b915,642,3.67,2017-06-15,,118,
289385,938ab5c383344e2cadeba47bf6b62e64,642,16.22,2018-01-11,M,35,52000.0
289387,2a0473cd36954527979c9e35f5509d6c,642,12.05,2018-01-01,M,78,90000.0
289388,e4e6c511b14f4d4aa6259ac8ca8f56ef,642,22.71,2016-10-18,F,54,119000.0
289389,7d650753a27846f5a7d9b1f5eb748291,642,25.24,2016-03-16,M,46,76000.0
289390,27389f66304d483ba97a6afe011c702e,642,4.98,2016-02-20,,118,
289393,84ad9c0237b24550b36491ab21cfdf7d,642,7.69,2017-11-23,M,46,50000.0
289394,4f4e4347594e4f898199f898eebcefd8,642,9.87,2017-09-15,F,58,30000.0
289396,77cce09afacf466c84681f7cca06cf07,642,0.9,2015-05-29,M,57,31000.0
289397,97b938182cbd48e2b02c859dc8e7838c,642,7.22,2015-08-22,,118,
289400,b2f1e283593d4c7182185e4bb3320de0,642,0.42,2018-06-10,F,47,59000.0
289401,7ae53e296cc74fcbabb9e1c6932b2906,642,22.48,2015-08-29,M,84,90000.0
289402,0494aa6671414fab9837fa3cd45e72bc,642,6.31,2016-02-10,F,71,36000.0
289403,074c30edf3194b0e9cebaf64256bcfe1,642,1.23,2014-06-27,M,57,36000.0
289404,6f8055786d0a4605bd11d75e4af8413e,642,1.4,2014-01-30,F,33,57000.0
289405,3494b039530c491a9dba3d132aa4bbec,642,20.75,2016-04-10,F,79,78000.0
289406,08081f80dad246c29d7ef266ff3f4765,642,25.66,2017-07-07,F,87,89000.0
289407,fe3f369d2f49407caf10c1e193043760,642,0.19,2014-03-12,M,66,54000.0
289408,8bec0354cd574c96894f406c2f7d2174,642,16.19,2016-07-07,F,27,57000.0
289409,7cf26de9d6324edab6b15e19bda2bec7,642,2.2,2017-10-23,M,71,34000.0
289410,937ece0d77ac48d1b4902633ca610567,642,5.29,2017-09-21,F,45,55000.0
289411,a23bb0212eac4e948223dfdd500c7822,642,18.04,2018-05-12,F,54,66000.0
289412,fa7ccb17b2b14f32804d14f86ac87f04,642,2.95,2017-02-11,M,38,66000.0
289413,c05efe90da0d4d2f9ea66f178e0534e9,642,7.19,2018-04-18,M,37,35000.0
289417,9e90ae7dd5e142d9ba59196ce702f0e3,642,14.16,2015-08-17,M,60,70000.0
289418,dea843d6482744aaa7504f0e0cfa8e77,642,15.47,2017-06-29,M,57,65000.0
289419,c67954e658564adc918c8d086f09082b,642,9.88,2016-09-10,M,62,43000.0
289420,9209f7b9edb14e8ba344d9ce27a3e16b,642,1.16,2014-02-23,,118,
289421,e5d3238906284a18814d35787c9df9d8,642,5.25,2017-11-27,M,21,54000.0
289423,cfbbb392abaf4dc184fab6525e6aedaf,642,3.2800000000000002,2014-11-05,M,54,60000.0
289424,a6a29cdd00b04834b769db80a8e71354,642,17.76,2017-03-25,F,57,118000.0
289425,c7a6bf2558554bf5954ed506eb3968f1,642,0.21,2014-02-07,M,72,39000.0
289426,4f45721bf9ff4529b59b3308b9cef902,642,8.51,2017-01-23,M,35,59000.0
289427,bd52aa1e72284ae69f476817c9989794,642,0.26,2018-01-23,M,20,39000.0
289428,45b6182ff1d14c8cad5ab2403abe1dd2,642,13.76,2015-11-25,M,39,99000.0
289430,c5075c044fd24ad08aa57bb1895d002e,642,26.92,2016-12-25,M,42,91000.0
289431,ea8ba895b78147a786712e3060d728e1,642,12.75,2016-09-02,M,58,50000.0
289432,4e3f3a3401ae4b50837665179b6d7415,642,33.63,2016-11-11,F,61,98000.0
289433,2dec46498d6c480b870183a4c02f3652,642,1.18,2017-12-27,,118,
289434,c3bade8299614e03a3f6e003a13a74d2,642,5.39,2018-01-20,,118,
289436,bbaca98151a448a093c1d7eaa413bf92,642,5.75,2014-06-15,M,39,46000.0
289437,4071653f161042b2bf21a1c18c093a33,642,18.24,2016-04-14,F,80,71000.0
289438,39437fa966ad4de0bc8afe8906778822,642,13.08,2015-08-24,F,54,52000.0
289440,a7a47698ba4643cf94a254ca8aedb92d,642,4.29,2016-10-01,M,56,73000.0
289441,64debcaed4a14d6997444bbecb27b055,642,5.99,2017-12-06,F,90,43000.0
289442,e44d3bde10b147568f9c11fb0414abf5,642,26.06,2015-08-20,F,57,99000.0
289443,a36a8550a93e4d04ae93e5e6cca1564d,642,7.25,2016-07-11,M,32,69000.0
289444,0b6b453772ea4c3a963e92ae2b0817a2,642,2.18,2013-12-14,F,33,47000.0
289447,dca5e3cb4b4a4a399933444bc2a1fbd5,642,0.39,2015-03-20,M,68,51000.0
289448,1e2409f59ddc41789a97580bc0b9a9db,642,15.09,2018-02-21,M,81,82000.0
289451,51b0f831aa104090be06c964881db04a,642,5.28,2015-11-09,M,40,63000.0
289452,c568fe9abced4ed0a5e0ec1930a6607d,642,24.73,2015-11-21,M,56,81000.0
289453,948067179d174edc9a3893d926849575,642,1.19,2017-11-15,M,39,32000.0
289454,21ce757cdf2441f3921014edc2775e6c,642,3.35,2018-03-02,M,34,73000.0
289455,8e96eadadb8c46bebc04f2697f4367fa,642,1.1400000000000001,2017-10-23,,118,
289456,ced3380d8a334054ab0f389572485292,642,5.37,2017-01-12,M,37,47000.0
289458,1853362ad12c41bc8d7fefc8bafbe90a,642,8.87,2018-06-04,F,58,52000.0
289460,84a43ae3265546f7a39950f9d321ca71,642,29.83,2017-08-15,F,61,111000.0
289461,c3dabaeb9cc841f282a70914cb53372f,642,18.14,2016-03-11,M,50,62000.0
289463,ac8acdc4d91945789e009a333ccb4e2c,642,25.6,2016-11-11,F,76,80000.0
289465,3fbd4946157c40da802c32ef55b52523,642,15.87,2017-11-14,M,46,53000.0
289467,34bd116837b644fc942370d742b677e1,642,0.63,2018-03-02,,118,
289468,71ce5de6f6e74f8b97086c55385f54c0,642,5.94,2017-09-20,M,55,66000.0
289469,f223c55edc8849698b4e901ffc14b23d,642,0.8,2016-11-02,M,67,65000.0
289470,1af90a8ffd3340979ec578b8c2acf431,642,22.24,2017-05-24,M,55,58000.0
289471,6c7731b9138b40b6a4bc4a8b0d708fff,642,4.27,2017-11-15,M,26,62000.0
289472,e1eeb00d88264a7ebcdde3b49e910442,642,20.45,2016-09-14,F,60,79000.0
289473,d0dcec4372ca4c88955ba0ef011a8e86,642,2.15,2017-08-27,M,74,41000.0
289474,4fa7957dda024f56b6d211dd8cca6c4d,642,16.85,2017-10-14,F,66,81000.0
289475,6ff0609fb8394bde8695e81d4809e3ba,642,5.11,2018-06-18,M,59,40000.0
289476,753ee920be274fc8a74eb9e326dbc9e8,642,9.23,2017-09-27,F,22,42000.0
289477,96ae94b7eb5e404bbe7a5fe07a7d7035,642,18.33,2015-12-15,M,38,34000.0
289479,84333d7042914c2b97fa9f9b0a1a4e4b,642,7.27,2017-08-25,F,55,48000.0
289480,9871954394374da0b9ba43f7b591bb98,642,9.52,2016-07-24,F,71,32000.0
289481,0335d274249f4eb6b3c51527f02a3216,642,29.43,2016-11-24,F,21,74000.0
289482,a608c569b0b142b48a926b53ef93e76e,642,7.28,2015-02-26,M,50,46000.0
289484,b11fe44916eb4e748f86ad5169e75543,642,18.2,2017-06-16,F,55,61000.0
289485,6e51792cc50a4df3be356d38cbe5d692,642,36.94,2015-10-03,F,55,118000.0
289486,de66a1379276494ca24ca63779aa2bf3,642,0.5700000000000001,2018-06-17,F,62,35000.0
289487,9c6bc249c40d46a184528c739a1f8b35,642,2.33,2018-01-25,M,47,32000.0
289488,055eab487b874f38b65f3edf31b5eb41,642,3.03,2014-03-28,M,64,59000.0
289489,b899d2bae701494d9a63a5294981709e,642,2.63,2018-01-09,M,73,32000.0
289490,1d26d16100774ea88008e8c26eb655cf,642,2.18,2017-06-28,M,45,54000.0
289491,a93cb9e04f5a4ffa8beeb6e6a51333ca,642,4.31,2017-02-10,M,40,41000.0
289493,43aae84d54144c1bacf027bbb00f4ffa,642,5.95,2017-08-29,M,58,67000.0
289495,cc960175c81742beaaa1b7d57362e1a0,642,14.22,2016-09-24,M,74,39000.0
289496,1f91f4ea7db74b4e9926080aef934e0f,642,20.39,2016-07-14,M,76,85000.0
289497,3d78362d314b43179af19945cfba03db,642,17.43,2017-09-04,M,53,89000.0
289498,87f6c3825bbf4a6db67dc6186963de06,642,9.3,2016-05-26,F,59,48000.0
289499,14cd68209b934834afcbc6f217ddde0a,642,3.1,2017-01-26,M,50,38000.0
289500,62762d7ff1c3464cbf159661670d53ce,642,14.47,2016-01-10,F,77,72000.0
289501,fe5310fade5f45da938210ffef4609b7,642,2.24,2018-07-21,M,33,31000.0
289502,5f5e8bfb91a048978d583d9312afa7ba,642,28.53,2017-12-09,M,78,98000.0
289505,2a1ffbba888a44f3bddf215bffe039ab,642,16.84,2017-09-27,M,50,80000.0
289506,f71c84a4a6b64780ab8737c7792384ef,642,30.99,2016-01-11,F,75,87000.0
289507,6a48b513dabb4424b82b27ddf5609cf8,642,11.6,2017-01-01,F,76,62000.0
289508,529e1c51dd7443aeadfcee9ce10d8de9,642,12.0,2018-05-12,M,54,67000.0
289511,6cb26ad67f5e43ffb4f9b435d96f6615,642,14.94,2017-10-16,F,28,57000.0
289512,ae51f2aa9f0c4ee3a13d59395705e828,642,8.04,2017-12-06,M,78,44000.0
289514,7fbd19b2787948939d036a75a4b830b8,642,3.31,2016-04-17,,118,
289515,d3120674fcdd484eb43f38efb9605657,642,2.6,2017-03-29,F,67,38000.0
289516,83327947e3af4841ad1d3e1d65300d16,642,26.64,2016-11-11,F,57,96000.0
289517,522b72f9438c4075907733273f11f07e,642,782.36,2015-08-23,F,65,89000.0
289519,b544672b0aa64c979eaa0e63ce662b61,642,13.7,2016-03-07,F,83,64000.0
289520,b982648d91de42efb7d6f55e62e8ed97,642,1.17,2018-05-21,M,67,41000.0
289522,638940b23fa540c69cbe92c000b0ff70,642,7.75,2018-07-05,M,50,68000.0
289526,9a9ce5c7b24c4728af3c659f4069b77c,642,15.24,2018-03-13,F,58,42000.0
289528,1bd41beee6624c11a3c8948ab7df415e,642,23.71,2015-12-31,F,78,99000.0
289529,b407f333c549478b9ea0336e2db4bfa5,642,8.03,2016-08-04,M,37,53000.0
289530,d237d3afa2cf4463a07e06b9a8fcba0c,642,11.7,2017-09-03,M,60,65000.0
289531,f6c824b675514f3faafa162df87a1f71,642,29.67,2017-02-02,M,62,90000.0
289532,df3abeb81a864e45a7869353d63cb136,642,0.15,2016-02-21,,118,
289534,646797fb6f194a698086d585c7d60cc3,642,2.83,2017-03-28,M,39,61000.0
289535,8c7a8e7f95b14f919f657b69255ef619,642,5.23,2013-09-11,M,21,37000.0
289536,2eb58d916d6a4ade98f4d29c748ffec2,642,22.56,2016-07-09,F,63,74000.0
289537,e76779d12c4341579171253544ec013d,642,12.75,2015-10-28,M,39,69000.0
289538,45f7001a234a41d3b55d24f40cdc1f0b,642,9.76,2017-12-18,M,54,57000.0
289540,8ea3ffcc740848f99c9679e3bc3c9c80,642,3.92,2017-11-16,M,66,30000.0
289541,64763980a84b4d7d898a734898b82f93,642,6.26,2015-10-26,F,38,39000.0
289542,81a3bc296c884642b2b3b7db8b39d412,642,4.59,2014-10-08,M,31,42000.0
289544,46c68b0d9eb74bff8666bdb2f86a620d,642,19.21,2017-10-17,M,26,67000.0
289546,7322a6c01c874585b342ee85d245cdfe,642,34.12,2017-11-15,F,39,72000.0
289548,2728be6b92094e9caa4a5c1dae801de6,642,15.03,2018-05-11,M,68,63000.0
289550,dca32060a7e24be1b37988f7c0a646d0,642,4.91,2017-04-02,M,54,36000.0
289551,51b89098f92f47e3a3139a1046f00695,642,17.4,2017-03-18,F,61,75000.0
289552,ff964fce42a74d519bd1ad2e0e20cd9e,642,4.31,2016-12-03,,118,
289554,60ce7058fd174a128b48371bd1dbd61b,642,5.54,2014-02-24,M,19,73000.0
289556,3161e6fb534d4148b746a9f3cd0ab5c7,642,2.5,2017-09-22,M,52,62000.0
289557,de2c8f8a52584691b7937ca563131255,642,12.65,2016-03-20,M,84,53000.0
289559,3f1b4a673fe648248e2f14e1256aff2e,642,23.72,2016-08-10,F,50,99000.0
289560,ab03a93c83e944c296f7fc009a6647eb,642,3.76,2014-01-11,M,24,51000.0
289561,5bc9c0751f1548a1a92bf2708cd7fa75,642,4.46,2016-06-25,F,50,32000.0
289562,2bc6fd80957c42368bece11dfd3e3737,642,3.89,2013-10-20,F,70,45000.0
289563,ca1fbde7bf6a41a4a4ea9cea66a72e37,642,13.41,2017-06-28,F,40,69000.0
289564,28572d280d7d444797645548193497b7,642,2.85,2016-01-02,M,57,30000.0
289565,219ed3e7994242509a7933bd6379d6cb,642,28.67,2017-09-11,M,61,71000.0
289566,5f378ab8fdbe4a1b9a4aabe79e9e9e73,642,2.85,2016-02-14,M,51,48000.0
289567,50095794662343b7a642f27224a9fed4,642,13.56,2017-12-17,F,37,67000.0
289568,c7271506fe0e40f69f01666994b1dcf5,642,5.36,2017-10-23,F,55,57000.0
289569,4ca0653cb7bc425b9689f79226a59be7,642,17.16,2015-09-25,F,59,56000.0
289570,7a05e9c1b0e64acdb40b0ecba4b0ba9d,642,12.45,2016-05-02,M,46,75000.0
289572,5c8f38fcda98451e9d6d3f8df0598846,642,15.75,2016-08-13,F,50,70000.0
289574,be63245084964ff0a3e154202123e222,642,20.84,2016-11-23,F,54,80000.0
289575,b063b99c5a96415f9837a54ba030d735,642,0.67,2015-09-18,F,25,61000.0
289576,28416b56bdc94890a4996dd2dcc598b4,642,2.87,2018-01-17,F,26,45000.0
289577,d0b9eaeac7c045fa998a14371d30cb23,642,7.33,2017-11-21,F,28,50000.0
289578,7713b9dfc90f4570a6eab57cf64191b9,642,4.28,2016-02-19,,118,
289579,c345c386e3464006ac093d6febea8b8e,642,17.94,2016-06-22,F,59,118000.0
289581,b8b20565b580442cae83bb0933f9c145,642,2.08,2014-06-16,M,44,68000.0
289583,52b5fdc10569443ea1cf3393baa732a4,642,2.48,2016-03-11,M,58,31000.0
289584,8ae49e01c5cc4029ad3758b6081b3bfd,642,1.31,2018-06-26,,118,
289585,9d5a47c4dda04ed297058c499b2d3478,642,18.08,2016-12-21,F,63,56000.0
289586,1166e30906394c4dba2e6dfa7cd7b465,642,22.85,2016-12-13,M,68,79000.0
289588,2603cdad859c4268bdf84b6c6afe1799,642,1.31,2017-03-02,,118,
289589,4c5b17e8e7d2417eaa10cdfb3bb89214,642,14.32,2017-09-20,F,39,45000.0
289591,9f04251de69a448db9fcf2a39a2ee109,642,3.96,2017-09-07,,118,
289592,220275bd508641738fb2f8051c2ae47f,642,3.12,2018-05-20,M,19,36000.0
289593,166a75c9081b47c29dd292f227da93c4,642,32.15,2015-08-08,F,53,94000.0
289596,261e8e8518ef4383b1b1f3243a29c337,642,21.53,2017-12-14,M,38,61000.0
289597,dd042d70c3b54824bdaecec25961d3cc,642,10.94,2015-12-27,M,46,59000.0
289599,28314b79ec35499eb1bddc7eb88e2601,642,15.74,2017-12-31,M,52,66000.0
289600,f0ceb17311614d6fb67eeeefe1011b01,642,9.41,2018-03-29,M,43,38000.0
289602,d93aac1763804476bac97bbf6b76017f,642,2.24,2017-07-11,M,23,72000.0
289603,bf93fed7206e4e14ae7e04abcb9b1445,642,14.95,2017-05-14,F,20,48000.0
289604,641906bd7aae4b78b083928043c26ff8,642,2.98,2017-09-03,M,77,40000.0
289605,d4864a84304f4c988cf9748813ade9a5,642,4.14,2016-05-01,,118,
289606,d685d759e77b4795957052e318faf91d,642,34.92,2017-12-22,F,55,92000.0
289607,8210654993b94915bd22ab5cd5d8c470,642,16.53,2017-07-31,M,62,81000.0
289608,05b0cd60c07e4ffdb1829da2010b55ee,642,5.84,2015-02-10,M,43,52000.0
289609,dbe4489958bb4e35bcc40fa6e2bc9788,642,12.69,2015-12-15,M,38,61000.0
289610,425a1b6efc454b329d8723f9966cf72f,642,16.1,2016-03-12,O,52,59000.0
289611,9ec21a8257b54fc08d10726f5bc21a09,642,2.01,2018-01-22,M,53,59000.0
289612,686fd63515fa4041bd8cd1d003a61926,642,2.8,2018-03-09,,118,
289613,8ecb286416264dd8bc91cb58d209224e,642,15.32,2017-06-25,M,58,45000.0
289614,f63428edea1e408bb92692e7f02f4e02,642,32.32,2015-01-04,M,68,97000.0
289616,31bdced401d14c93991b6f187b5daf0e,642,22.4,2017-10-04,F,56,71000.0
289617,149712de2ae24c219b992cb3a5f432bc,642,8.39,2017-03-23,F,30,33000.0
289618,4f922af2b5da42cf9d6dafa0a95fc0ac,642,6.65,2016-04-14,,118,
289619,aa17c64a79f343c3a8092244f4c7331c,642,1.99,2017-10-18,M,56,49000.0
289620,a95c8b2d84b04c22b525d6fec9e1dda3,642,12.17,2017-09-24,M,71,55000.0
289621,f8d47095f4a5472abc9065b7ec74fbc7,642,18.15,2016-03-07,M,59,69000.0
289622,0b46f27233cf4f56b5ed434eccf401aa,642,20.66,2015-11-14,F,32,65000.0
289623,9d139427d04e4f199faf8964ec40afc8,642,30.86,2017-12-06,M,56,87000.0
289624,1d153ab70650433091710e2fb3146409,642,8.8,2017-08-27,F,18,64000.0
289625,93e406d7bc0542f186e32392e53ff423,642,31.76,2016-08-11,M,37,82000.0
289626,0679b66105224a0c960efdb95f19ee1d,642,1.47,2016-04-30,M,39,32000.0
